mois,jour,région,tmin,tmax,tmoy
février,28,Auvergne-Rhône-Alpes,-1.55,12.05,5.25
février,29,Bretagne,5.57,10.22,7.9
février,29,Île-de-France,6.36,12.66,9.51
février,29,Auvergne-Rhône-Alpes,6.51,13.81,10.16
février,29,Hauts-de-France,5.12,11.4,8.26
mars,1,Bretagne,4.3,10.58,7.44
mars,1,Normandie,3.72,8.62,6.17
mars,2,Grand Est,2.19,7.29,4.74
mars,3,Provence-Alpes-Côte d'Azur,4.77,11.6,8.18
mars,3,Corse,9.3,15.05,12.18
mars,3,Bourgogne-Franche-Comté,1.43,8.3,4.87
mars,4,Provence-Alpes-Côte d'Azur,4.58,12.27,8.43
mars,4,Grand Est,0.11,9.46,4.79
mars,5,Île-de-France,6.28,12.96,9.62
mars,5,Corse,5.7,15.15,10.42
mars,5,Occitanie,8.01,13.23,10.62
mars,7,Île-de-France,1.76,11.48,6.62
mars,7,Centre-Val de Loire,1.9,11.63,6.77
mars,7,Nouvelle-Aquitaine,4.03,12.3,8.16
mars,8,Normandie,7.18,12.22,9.7
mars,8,Île-de-France,7.2,10.86,9.03
mars,8,Occitanie,3.96,15.38,9.67
mars,8,Hauts-de-France,7.34,10.84,9.09
mars,9,Bretagne,5.25,11.6,8.42
mars,10,Nouvelle-Aquitaine,7.9,14.34,11.12
mars,10,Grand Est,4.4,12.16,8.28
mars,11,Normandie,11.44,14.88,13.16
mars,11,Grand Est,10.58,16.41,13.49
mars,12,Normandie,6.74,11.6,9.17
mars,13,Grand Est,4.03,11.62,7.82
mars,13,Bourgogne-Franche-Comté,2.8,12.22,7.51
mars,13,Provence-Alpes-Côte d'Azur,10.3,17.52,13.91
mars,13,Pays de la Loire,1.25,13.15,7.2
mars,13,Centre-Val de Loire,1.28,12.5,6.89
mars,13,Occitanie,8.05,14.63,11.34
mars,14,Corse,9.65,17.05,13.35
mars,14,Nouvelle-Aquitaine,2.93,13.64,8.29
mars,14,Centre-Val de Loire,4.53,13.0,8.77
mars,15,Grand Est,2.65,15.79,9.22
mars,16,Centre-Val de Loire,6.45,11.03,8.74
mars,16,Auvergne-Rhône-Alpes,6.64,16.26,11.45
mars,17,Pays de la Loire,8.2,16.2,12.2
mars,17,Provence-Alpes-Côte d'Azur,6.8,17.92,12.36
mars,17,Grand Est,7.49,16.84,12.16
mars,18,Occitanie,5.35,20.23,12.79
mars,19,Pays de la Loire,6.45,21.35,13.9
mars,19,Hauts-de-France,5.52,15.52,10.52
mars,19,Occitanie,6.7,20.3,13.5
mars,20,Bourgogne-Franche-Comté,5.92,20.37,13.14
mars,20,Corse,6.65,16.7,11.68
mars,20,Provence-Alpes-Côte d'Azur,5.05,18.22,11.63
mars,20,Nouvelle-Aquitaine,8.56,20.84,14.7
mars,21,Pays de la Loire,8.45,11.7,10.07
mars,21,Grand Est,4.45,7.68,6.06
mars,21,Bourgogne-Franche-Comté,5.55,13.53,9.54
mars,21,Normandie,5.48,8.16,6.82
mars,21,Occitanie,5.85,18.29,12.07
mars,22,Occitanie,6.3,18.14,12.22
mars,22,Centre-Val de Loire,6.27,11.15,8.71
mars,22,Nouvelle-Aquitaine,6.56,16.36,11.46
mars,22,Bourgogne-Franche-Comté,4.12,12.87,8.49
mars,22,Hauts-de-France,1.68,11.52,6.6
mars,24,Bretagne,4.78,16.98,10.88
mars,24,Île-de-France,0.28,13.0,6.64
mars,24,Pays de la Loire,2.95,15.85,9.4
mars,25,Bourgogne-Franche-Comté,-2.62,12.03,4.71
mars,25,Centre-Val de Loire,-0.9,13.37,6.23
mars,26,Pays de la Loire,2.05,12.0,7.02
mars,27,Bourgogne-Franche-Comté,-0.38,13.77,6.69
mars,27,Île-de-France,1.78,13.58,7.68
mars,27,Auvergne-Rhône-Alpes,-0.35,13.14,6.4
mars,28,Corse,8.1,16.55,12.32
mars,29,Bourgogne-Franche-Comté,2.55,7.65,5.1
mars,29,Centre-Val de Loire,4.65,8.83,6.74
mars,29,Nouvelle-Aquitaine,4.85,11.5,8.18
mars,30,Nouvelle-Aquitaine,1.79,7.25,4.52
mars,30,Corse,6.55,17.5,12.02
mars,30,Provence-Alpes-Côte d'Azur,5.98,15.17,10.58
mars,31,Bretagne,4.0,11.78,7.89
mars,31,Hauts-de-France,1.86,10.14,6.0
avril,1,Bourgogne-Franche-Comté,-2.58,13.83,5.62
avril,1,Grand Est,-3.11,12.44,4.66
avril,1,Normandie,-0.28,11.3,5.51
avril,1,Nouvelle-Aquitaine,4.59,17.07,10.83
avril,2,Bretagne,1.82,11.55,6.69
avril,3,Pays de la Loire,3.55,15.75,9.65
avril,4,Occitanie,2.53,19.9,11.21
avril,4,Corse,5.1,18.95,12.02
avril,4,Grand Est,-0.03,16.21,8.09
avril,5,Centre-Val de Loire,1.88,23.08,12.48
avril,5,Normandie,4.02,21.68,12.85
avril,5,Corse,4.95,18.6,11.78
avril,5,Occitanie,5.64,20.31,12.97
avril,5,Bretagne,7.62,18.92,13.28
avril,6,Centre-Val de Loire,6.42,14.22,10.32
avril,7,Occitanie,9.36,19.82,14.59
avril,7,Centre-Val de Loire,7.2,22.8,15.0
avril,7,Nouvelle-Aquitaine,10.47,21.0,15.74
avril,7,Corse,7.55,20.3,13.92
avril,8,Nouvelle-Aquitaine,10.73,22.17,16.45
avril,9,Île-de-France,8.28,25.64,16.96
avril,10,Occitanie,7.53,23.13,15.33
avril,10,Provence-Alpes-Côte d'Azur,5.88,21.58,13.73
avril,10,Normandie,9.34,23.54,16.44
avril,11,Provence-Alpes-Côte d'Azur,6.17,21.43,13.8
avril,11,Grand Est,6.19,24.59,15.39
avril,12,Bretagne,7.02,21.62,14.32
avril,14,Grand Est,0.52,12.5,6.51
avril,14,Nouvelle-Aquitaine,8.07,20.63,14.35
avril,15,Nouvelle-Aquitaine,6.97,24.22,15.6
avril,15,Pays de la Loire,5.2,21.5,13.35
avril,15,Provence-Alpes-Côte d'Azur,8.07,20.95,14.51
avril,17,Centre-Val de Loire,11.0,23.82,17.41
avril,17,Hauts-de-France,8.5,21.6,15.05
avril,17,Pays de la Loire,13.45,22.85,18.15
avril,17,Corse,8.6,20.15,14.38
avril,19,Auvergne-Rhône-Alpes,9.54,16.91,13.22
avril,19,Hauts-de-France,6.84,16.36,11.6
avril,19,Bretagne,7.65,16.65,12.15
avril,20,Hauts-de-France,8.5,19.74,14.12
avril,20,Provence-Alpes-Côte d'Azur,13.9,17.43,15.67
avril,20,Bourgogne-Franche-Comté,11.67,22.65,17.16
avril,20,Normandie,9.02,17.12,13.07
avril,20,Auvergne-Rhône-Alpes,11.53,20.07,15.8
juin,5,Bourgogne-Franche-Comté,11.1,16.83,13.97
juin,6,Auvergne-Rhône-Alpes,13.22,22.56,17.89
juin,6,Hauts-de-France,8.98,15.8,12.39
juin,7,Hauts-de-France,9.66,18.7,14.18
juin,7,Nouvelle-Aquitaine,8.75,18.35,13.55
juin,7,Corse,14.45,25.05,19.75
juin,8,Pays de la Loire,9.8,21.1,15.45
juin,8,Hauts-de-France,9.66,15.82,12.74
juin,8,Nouvelle-Aquitaine,9.23,20.19,14.71
juin,9,Grand Est,10.21,18.03,14.12
juin,10,Occitanie,11.25,21.59,16.42
juin,10,Nouvelle-Aquitaine,10.64,19.82,15.23
juin,10,Centre-Val de Loire,6.03,20.35,13.19
juin,10,Île-de-France,9.04,20.64,14.84
juin,12,Île-de-France,13.74,20.48,17.11
juin,13,Normandie,10.6,20.54,15.57
juin,13,Bourgogne-Franche-Comté,11.58,22.63,17.11
juin,13,Nouvelle-Aquitaine,11.18,19.95,15.57
juin,13,Grand Est,10.49,24.52,17.51
juin,14,Occitanie,11.11,24.17,17.64
juin,14,Centre-Val de Loire,11.37,22.62,16.99
juin,14,Corse,13.15,24.25,18.7
juin,15,Centre-Val de Loire,11.32,20.62,15.97
juin,16,Centre-Val de Loire,12.13,20.5,16.32
juin,16,Bretagne,12.4,18.8,15.6
juin,16,Hauts-de-France,12.1,22.4,17.25
juin,17,Normandie,11.1,20.7,15.9
juin,18,Île-de-France,12.86,21.68,17.27
juin,18,Grand Est,10.4,22.55,16.48
juin,18,Bourgogne-Franche-Comté,10.5,21.88,16.19
juin,19,Occitanie,12.01,24.95,18.48
juin,20,Provence-Alpes-Côte d'Azur,14.78,26.43,20.61
juin,20,Île-de-France,14.26,24.42,19.34
juin,20,Normandie,11.12,22.62,16.87
juin,21,Nouvelle-Aquitaine,12.56,22.92,17.74
juin,21,Pays de la Loire,13.65,23.1,18.38
juin,21,Occitanie,14.49,27.15,20.82
juin,22,Pays de la Loire,10.5,25.55,18.02
juin,22,Grand Est,12.42,24.08,18.25
juin,22,Occitanie,17.56,27.34,22.45
juin,22,Centre-Val de Loire,11.08,25.3,18.19
juin,23,Occitanie,14.89,30.65,22.77
juin,23,Normandie,11.58,27.32,19.45
juin,24,Bourgogne-Franche-Comté,14.12,31.93,23.02
juin,24,Normandie,14.86,30.48,22.67
juin,24,Provence-Alpes-Côte d'Azur,16.47,29.67,23.07
juin,24,Pays de la Loire,17.25,33.55,25.4
juin,24,Grand Est,12.48,30.14,21.31
juin,24,Corse,17.0,29.9,23.45
juin,25,Hauts-de-France,16.8,31.84,24.32
juin,25,Centre-Val de Loire,17.45,34.02,25.73
juin,25,Grand Est,12.86,30.78,21.82
juin,26,Île-de-France,20.2,31.22,25.71
juin,26,Auvergne-Rhône-Alpes,17.41,29.73,23.57
juin,27,Bretagne,14.58,19.27,16.92
juin,27,Île-de-France,17.58,23.04,20.31
juin,27,Occitanie,16.88,28.22,22.55
juin,27,Provence-Alpes-Côte d'Azur,17.3,29.0,23.15
août,12,Occitanie,21.08,32.03,26.55
août,13,Nouvelle-Aquitaine,18.53,23.81,21.17
août,14,Nouvelle-Aquitaine,16.92,26.86,21.89
août,15,Normandie,17.02,24.96,20.99
août,16,Occitanie,18.96,26.94,22.95
août,16,Provence-Alpes-Côte d'Azur,18.78,30.53,24.66
août,17,Normandie,14.38,23.0,18.69
août,17,Hauts-de-France,14.96,23.16,19.06
août,18,Occitanie,17.76,29.48,23.62
août,21,Pays de la Loire,19.35,26.5,22.92
août,21,Bourgogne-Franche-Comté,20.65,32.37,26.51
août,21,Nouvelle-Aquitaine,19.2,27.61,23.4
août,22,Corse,20.05,32.15,26.1
août,23,Pays de la Loire,13.85,24.35,19.1
août,23,Auvergne-Rhône-Alpes,15.06,24.89,19.98
janvier,1,Nouvelle-Aquitaine,5.56,10.81,8.18
janvier,1,Corse,4.65,15.4,10.02
janvier,2,Grand Est,-0.91,5.69,2.39
janvier,2,Auvergne-Rhône-Alpes,-1.76,8.35,3.29
janvier,2,Pays de la Loire,8.3,11.1,9.7
janvier,2,Île-de-France,3.68,8.94,6.31
janvier,3,Grand Est,3.14,9.56,6.35
janvier,4,Occitanie,6.35,12.04,9.2
janvier,5,Centre-Val de Loire,3.02,8.78,5.9
janvier,5,Pays de la Loire,2.45,9.55,6.0
janvier,5,Bretagne,3.4,8.07,5.74
janvier,5,Grand Est,0.19,7.29,3.74
janvier,6,Île-de-France,0.12,7.9,4.01
janvier,6,Occitanie,-0.3,12.65,6.18
janvier,6,Auvergne-Rhône-Alpes,-2.95,11.73,4.39
janvier,7,Normandie,5.5,12.12,8.81
janvier,7,Pays de la Loire,8.35,12.45,10.4
janvier,8,Auvergne-Rhône-Alpes,3.28,11.13,7.2
janvier,8,Corse,4.1,15.75,9.93
janvier,9,Corse,3.55,15.35,9.45
janvier,9,Provence-Alpes-Côte d'Azur,0.05,13.82,6.93
janvier,9,Pays de la Loire,10.7,12.95,11.82
janvier,12,Nouvelle-Aquitaine,-0.1,9.82,4.86
janvier,12,Bourgogne-Franche-Comté,0.37,7.12,3.74
janvier,12,Bretagne,7.72,12.88,10.3
janvier,13,Provence-Alpes-Côte d'Azur,-0.25,11.52,5.63
janvier,13,Auvergne-Rhône-Alpes,-1.09,10.05,4.48
janvier,14,Auvergne-Rhône-Alpes,2.84,12.34,7.59
janvier,14,Bourgogne-Franche-Comté,3.05,12.62,7.83
janvier,14,Bretagne,10.2,13.25,11.72
janvier,15,Grand Est,5.78,13.29,9.53
janvier,15,Hauts-de-France,7.06,11.02,9.04
janvier,15,Pays de la Loire,7.95,13.0,10.48
janvier,16,Bourgogne-Franche-Comté,4.58,14.1,9.34
janvier,16,Pays de la Loire,3.1,15.15,9.12
janvier,17,Bourgogne-Franche-Comté,4.52,10.3,7.41
janvier,17,Île-de-France,6.38,11.76,9.07
janvier,17,Occitanie,5.1,10.91,8.0
janvier,18,Auvergne-Rhône-Alpes,-0.63,7.82,3.6
janvier,18,Provence-Alpes-Côte d'Azur,4.1,10.6,7.35
janvier,18,Bretagne,2.1,9.55,5.82
janvier,19,Normandie,0.62,7.66,4.14
janvier,20,Bourgogne-Franche-Comté,0.15,6.72,3.43
janvier,21,Pays de la Loire,-0.1,6.0,2.95
janvier,21,Provence-Alpes-Côte d'Azur,5.77,12.25,9.01
janvier,21,Corse,7.0,14.4,10.7
janvier,21,Occitanie,2.15,9.99,6.07
janvier,21,Auvergne-Rhône-Alpes,-2.32,6.48,2.08
janvier,23,Île-de-France,-1.48,3.5,1.01
janvier,24,Corse,7.9,14.7,11.3
janvier,24,Grand Est,-2.94,6.82,1.94
janvier,24,Hauts-de-France,0.4,1.64,1.02
janvier,24,Île-de-France,-1.6,4.38,1.39
janvier,24,Auvergne-Rhône-Alpes,-0.29,10.13,4.92
janvier,24,Nouvelle-Aquitaine,4.11,13.99,9.05
janvier,25,Occitanie,4.49,13.48,8.99
janvier,25,Auvergne-Rhône-Alpes,0.18,12.45,6.32
janvier,25,Provence-Alpes-Côte d'Azur,6.08,13.17,9.62
janvier,25,Grand Est,-1.89,7.42,2.77
janvier,26,Centre-Val de Loire,1.15,10.4,5.78
janvier,26,Auvergne-Rhône-Alpes,2.84,10.69,6.76
janvier,26,Pays de la Loire,3.15,12.0,7.58
janvier,27,Nouvelle-Aquitaine,6.1,11.61,8.86
janvier,27,Grand Est,3.81,8.2,6.01
janvier,28,Île-de-France,4.16,7.8,5.98
janvier,28,Pays de la Loire,5.65,10.55,8.1
janvier,28,Nouvelle-Aquitaine,7.5,12.18,9.84
janvier,29,Occitanie,4.22,13.63,8.92
janvier,29,Provence-Alpes-Côte d'Azur,5.77,13.75,9.76
janvier,29,Normandie,4.06,9.92,6.99
janvier,29,Bretagne,5.22,11.87,8.55
janvier,29,Île-de-France,4.34,9.7,7.02
janvier,29,Grand Est,2.5,8.29,5.39
janvier,30,Pays de la Loire,5.25,13.25,9.25
janvier,30,Bourgogne-Franche-Comté,0.85,10.65,5.75
janvier,31,Île-de-France,11.02,14.14,12.58
janvier,31,Hauts-de-France,9.94,12.76,11.35
janvier,31,Provence-Alpes-Côte d'Azur,5.3,16.38,10.84
janvier,31,Occitanie,8.48,17.17,12.83
janvier,31,Grand Est,8.43,13.24,10.83
février,1,Provence-Alpes-Côte d'Azur,5.77,13.32,9.54
février,1,Île-de-France,11.12,14.06,12.59
février,1,Pays de la Loire,11.35,14.2,12.77
février,2,Centre-Val de Loire,11.12,15.0,13.06
février,3,Bretagne,9.18,12.75,10.96
février,3,Grand Est,9.38,14.54,11.96
février,3,Pays de la Loire,12.0,15.65,13.82
février,4,Bretagne,5.45,10.78,8.11
février,4,Provence-Alpes-Côte d'Azur,6.55,14.92,10.73
février,4,Occitanie,7.18,13.36,10.27
février,4,Grand Est,3.0,6.96,4.98
février,5,Bretagne,4.95,10.25,7.6
février,5,Hauts-de-France,5.14,8.38,6.76
février,5,Occitanie,2.59,11.97,7.28
février,6,Pays de la Loire,0.65,11.15,5.9
février,6,Provence-Alpes-Côte d'Azur,1.5,13.58,7.54
février,6,Corse,1.7,14.0,7.85
février,6,Auvergne-Rhône-Alpes,-2.86,8.1,2.62
février,7,Île-de-France,0.86,11.26,6.06
février,7,Bretagne,1.65,11.98,6.81
février,8,Île-de-France,7.3,10.68,8.99
février,8,Occitanie,3.68,14.5,9.09
février,8,Provence-Alpes-Côte d'Azur,2.1,13.67,7.88
février,10,Normandie,6.44,10.96,8.7
février,11,Normandie,3.26,8.38,5.82
février,11,Hauts-de-France,3.92,8.38,6.15
février,11,Auvergne-Rhône-Alpes,6.17,11.14,8.65
février,11,Occitanie,10.13,14.18,12.15
février,12,Provence-Alpes-Côte d'Azur,5.43,13.9,9.67
février,12,Nouvelle-Aquitaine,4.62,12.8,8.71
février,12,Pays de la Loire,2.85,11.8,7.32
février,12,Centre-Val de Loire,2.23,11.07,6.65
février,13,Pays de la Loire,5.55,12.6,9.07
février,14,Occitanie,6.88,15.36,11.12
février,15,Île-de-France,5.82,14.04,9.93
février,15,Corse,4.75,17.1,10.92
février,16,Hauts-de-France,7.74,16.18,11.96
février,16,Grand Est,8.55,17.12,12.84
février,17,Nouvelle-Aquitaine,8.38,12.67,10.52
février,17,Île-de-France,7.32,12.56,9.94
février,18,Bourgogne-Franche-Comté,3.3,10.5,6.9
février,18,Bretagne,4.9,11.62,8.26
février,18,Île-de-France,3.48,11.02,7.25
février,19,Auvergne-Rhône-Alpes,2.18,8.99,5.59
février,19,Île-de-France,4.46,9.78,7.12
février,19,Centre-Val de Loire,5.23,10.58,7.91
février,20,Grand Est,4.58,10.74,7.66
février,20,Centre-Val de Loire,5.57,11.62,8.59
février,20,Bretagne,6.88,11.65,9.26
février,21,Provence-Alpes-Côte d'Azur,3.0,16.48,9.74
février,21,Bretagne,1.95,11.48,6.71
février,22,Bretagne,7.3,12.15,9.72
février,22,Centre-Val de Loire,0.48,13.63,7.06
février,23,Nouvelle-Aquitaine,5.09,14.24,9.66
février,23,Auvergne-Rhône-Alpes,0.05,20.14,10.09
février,24,Corse,5.65,16.9,11.28
février,24,Pays de la Loire,9.85,12.5,11.18
février,24,Normandie,9.44,12.64,11.04
février,25,Auvergne-Rhône-Alpes,2.35,12.82,7.59
février,25,Corse,5.2,17.1,11.15
février,25,Hauts-de-France,5.22,9.46,7.34
février,25,Provence-Alpes-Côte d'Azur,3.48,15.73,9.61
février,25,Occitanie,5.14,14.61,9.87
février,25,Grand Est,5.54,10.2,7.87
février,26,Pays de la Loire,3.3,10.65,6.98
février,26,Nouvelle-Aquitaine,5.84,10.79,8.32
février,26,Île-de-France,1.82,7.4,4.61
février,27,Provence-Alpes-Côte d'Azur,1.2,10.43,5.82
février,27,Grand Est,0.45,8.84,4.64
février,27,Centre-Val de Loire,2.53,13.73,8.13
février,28,Bretagne,3.45,12.3,7.88
février,28,Provence-Alpes-Côte d'Azur,4.07,14.33,9.2
février,28,Bourgogne-Franche-Comté,-1.75,10.63,4.44
février,29,Bourgogne-Franche-Comté,6.67,14.63,10.65
mars,1,Nouvelle-Aquitaine,6.78,13.44,10.11
mars,1,Pays de la Loire,4.25,9.9,7.07
mars,1,Bourgogne-Franche-Comté,5.98,13.3,9.64
mars,1,Centre-Val de Loire,4.55,10.93,7.74
mars,1,Île-de-France,1.86,9.34,5.6
mars,2,Hauts-de-France,4.06,8.62,6.34
mars,2,Bourgogne-Franche-Comté,3.22,7.88,5.55
mars,3,Occitanie,4.05,9.56,6.81
mars,3,Grand Est,1.72,8.24,4.98
mars,4,Nouvelle-Aquitaine,4.02,13.5,8.76
mars,4,Normandie,2.54,9.14,5.84
mars,4,Hauts-de-France,2.38,9.04,5.71
mars,5,Provence-Alpes-Côte d'Azur,5.6,11.03,8.32
mars,5,Bourgogne-Franche-Comté,5.95,11.98,8.97
mars,5,Grand Est,4.46,10.86,7.66
mars,6,Normandie,2.92,9.46,6.19
mars,6,Bourgogne-Franche-Comté,4.18,8.75,6.47
mars,6,Pays de la Loire,2.75,10.7,6.72
mars,7,Auvergne-Rhône-Alpes,2.82,9.13,5.97
mars,7,Bourgogne-Franche-Comté,2.15,9.83,5.99
mars,8,Grand Est,3.29,12.2,7.74
mars,8,Provence-Alpes-Côte d'Azur,3.07,15.5,9.28
mars,9,Grand Est,5.04,10.64,7.84
mars,9,Occitanie,6.73,12.35,9.54
mars,10,Pays de la Loire,8.05,13.6,10.82
mars,11,Nouvelle-Aquitaine,8.68,15.9,12.29
mars,12,Grand Est,8.39,13.62,11.01
mars,12,Nouvelle-Aquitaine,8.75,14.13,11.44
mars,12,Centre-Val de Loire,9.72,13.6,11.66
mars,12,Auvergne-Rhône-Alpes,4.6,16.96,10.78
mars,13,Nouvelle-Aquitaine,4.4,13.19,8.8
mars,15,Île-de-France,6.92,16.78,11.85
mars,15,Normandie,6.08,14.12,10.1
mars,16,Bourgogne-Franche-Comté,4.57,16.08,10.32
mars,16,Pays de la Loire,6.65,11.35,9.0
mars,16,Provence-Alpes-Côte d'Azur,6.27,17.55,11.91
mars,17,Normandie,1.8,14.9,8.35
mars,17,Auvergne-Rhône-Alpes,5.97,18.89,12.43
mars,17,Île-de-France,8.1,15.36,11.73
mars,19,Île-de-France,6.6,20.34,13.47
mars,19,Nouvelle-Aquitaine,7.62,21.54,14.58
mars,20,Île-de-France,9.76,16.54,13.15
mars,20,Hauts-de-France,6.28,8.86,7.57
mars,20,Grand Est,4.46,18.41,11.44
mars,21,Centre-Val de Loire,7.5,12.08,9.79
mars,22,Grand Est,2.58,11.3,6.94
mars,22,Normandie,4.7,9.24,6.97
mars,22,Pays de la Loire,7.25,9.2,8.22
mars,22,Île-de-France,5.02,11.18,8.1
mars,22,Auvergne-Rhône-Alpes,5.01,14.18,9.6
mars,23,Grand Est,-1.98,10.71,4.37
mars,23,Île-de-France,1.14,11.46,6.3
mars,23,Corse,8.35,14.6,11.48
mars,23,Normandie,2.24,11.3,6.77
mars,23,Bretagne,5.18,14.48,9.82
mars,23,Hauts-de-France,0.14,11.66,5.9
mars,24,Bourgogne-Franche-Comté,-2.77,12.48,4.86
mars,25,Normandie,-0.36,11.64,5.64
mars,26,Nouvelle-Aquitaine,2.02,12.12,7.07
mars,26,Corse,0.8,10.55,5.68
mars,27,Pays de la Loire,-0.3,14.3,7.0
mars,27,Provence-Alpes-Côte d'Azur,6.42,15.03,10.72
mars,27,Corse,5.95,14.5,10.22
mars,27,Bretagne,1.42,12.85,7.14
mars,28,Pays de la Loire,2.9,15.85,9.38
mars,28,Auvergne-Rhône-Alpes,1.23,16.75,8.99
mars,29,Pays de la Loire,5.95,10.35,8.15
mars,29,Auvergne-Rhône-Alpes,2.75,9.98,6.36
mars,30,Île-de-France,-0.48,9.68,4.6
mars,30,Normandie,0.52,8.7,4.61
mars,30,Hauts-de-France,-0.5,9.12,4.31
mars,31,Centre-Val de Loire,0.12,12.93,6.52
mars,31,Occitanie,3.53,15.46,9.5
avril,1,Provence-Alpes-Côte d'Azur,6.8,14.18,10.49
avril,1,Corse,5.6,14.3,9.95
avril,1,Bretagne,2.92,12.4,7.66
avril,1,Auvergne-Rhône-Alpes,-2.45,15.52,6.53
avril,2,Hauts-de-France,-0.36,10.7,5.17
avril,2,Corse,3.95,13.8,8.88
avril,3,Île-de-France,5.64,14.54,10.09
avril,3,Bretagne,3.12,14.75,8.94
avril,3,Occitanie,4.95,16.66,10.8
avril,3,Normandie,5.6,13.08,9.34
avril,4,Île-de-France,3.56,17.0,10.28
avril,4,Nouvelle-Aquitaine,2.21,20.9,11.55
avril,4,Auvergne-Rhône-Alpes,-0.1,18.97,9.44
avril,4,Centre-Val de Loire,0.95,17.85,9.4
avril,4,Provence-Alpes-Côte d'Azur,4.38,19.13,11.76
avril,5,Grand Est,0.99,21.63,11.31
avril,5,Île-de-France,5.5,22.58,14.04
avril,5,Auvergne-Rhône-Alpes,2.85,20.45,11.65
avril,6,Nouvelle-Aquitaine,10.43,16.24,13.34
avril,6,Grand Est,4.21,22.44,13.32
avril,8,Auvergne-Rhône-Alpes,4.25,22.45,13.35
avril,9,Centre-Val de Loire,6.62,24.83,15.72
avril,10,Hauts-de-France,9.32,23.04,16.18
avril,10,Auvergne-Rhône-Alpes,4.55,23.95,14.25
avril,10,Pays de la Loire,10.3,25.85,18.08
avril,11,Bretagne,8.0,23.98,15.99
avril,11,Occitanie,7.93,21.39,14.66
avril,12,Nouvelle-Aquitaine,10.73,20.75,15.74
avril,13,Normandie,8.72,14.2,11.46
avril,13,Corse,7.35,18.9,13.12
avril,13,Occitanie,9.06,17.04,13.05
avril,13,Bourgogne-Franche-Comté,6.35,21.88,14.12
avril,13,Provence-Alpes-Côte d'Azur,8.62,19.47,14.04
avril,13,Bretagne,10.4,15.6,13.0
avril,14,Centre-Val de Loire,3.2,15.3,9.25
avril,14,Hauts-de-France,1.32,11.36,6.34
avril,14,Normandie,2.5,12.08,7.29
avril,14,Auvergne-Rhône-Alpes,6.02,17.86,11.94
avril,15,Auvergne-Rhône-Alpes,1.17,22.73,11.95
avril,16,Grand Est,4.23,23.66,13.94
avril,16,Centre-Val de Loire,7.62,23.33,15.48
avril,16,Bretagne,11.72,20.58,16.15
avril,16,Pays de la Loire,11.5,22.7,17.1
avril,16,Bourgogne-Franche-Comté,6.35,23.0,14.68
avril,17,Grand Est,7.35,24.38,15.86
avril,18,Nouvelle-Aquitaine,11.68,22.21,16.94
avril,18,Corse,12.65,19.5,16.08
avril,18,Pays de la Loire,9.85,22.9,16.38
avril,18,Provence-Alpes-Côte d'Azur,9.92,21.07,15.49
avril,19,Occitanie,12.8,16.37,14.59
avril,19,Provence-Alpes-Côte d'Azur,12.63,15.83,14.23
avril,20,Grand Est,9.09,20.75,14.92
avril,21,Île-de-France,10.08,20.5,15.29
avril,21,Normandie,9.16,16.92,13.04
avril,22,Normandie,8.28,19.78,14.03
avril,22,Pays de la Loire,10.55,24.3,17.42
avril,22,Bourgogne-Franche-Comté,6.17,23.62,14.89
avril,22,Nouvelle-Aquitaine,12.0,18.09,15.05
avril,22,Occitanie,11.83,16.08,13.95
avril,24,Auvergne-Rhône-Alpes,9.09,23.95,16.52
avril,25,Île-de-France,11.26,19.92,15.59
avril,25,Normandie,9.46,17.38,13.42
avril,25,Auvergne-Rhône-Alpes,10.2,23.43,16.81
avril,25,Pays de la Loire,11.5,22.6,17.05
avril,26,Centre-Val de Loire,6.62,22.17,14.39
avril,26,Bourgogne-Franche-Comté,10.93,20.05,15.49
avril,27,Corse,10.15,20.4,15.28
avril,27,Auvergne-Rhône-Alpes,8.76,21.27,15.02
avril,28,Corse,12.75,19.6,16.18
avril,28,Grand Est,11.38,18.53,14.95
avril,28,Île-de-France,12.92,18.58,15.75
avril,29,Grand Est,9.8,17.94,13.87
avril,29,Île-de-France,9.8,16.3,13.05
avril,30,Auvergne-Rhône-Alpes,10.56,15.2,12.88
mai,1,Auvergne-Rhône-Alpes,8.23,14.37,11.3
mai,1,Île-de-France,8.68,17.46,13.07
mai,3,Occitanie,14.02,24.67,19.35
mai,3,Bourgogne-Franche-Comté,8.08,18.98,13.53
mai,3,Île-de-France,9.56,20.22,14.89
mai,3,Grand Est,3.24,18.15,10.69
mai,3,Bretagne,12.28,18.58,15.42
mai,3,Nouvelle-Aquitaine,13.34,22.23,17.79
mai,4,Centre-Val de Loire,9.5,22.97,16.23
mai,4,Pays de la Loire,12.5,22.6,17.55
mai,4,Grand Est,10.3,20.65,15.48
mai,5,Nouvelle-Aquitaine,15.21,22.93,19.07
mai,6,Normandie,6.78,18.62,12.7
mai,6,Centre-Val de Loire,8.15,21.37,14.76
mai,7,Nouvelle-Aquitaine,11.3,26.04,18.67
mai,7,Hauts-de-France,5.9,20.4,13.15
mai,8,Île-de-France,8.68,24.1,16.39
mai,9,Île-de-France,15.7,23.28,19.49
mai,10,Normandie,12.62,19.24,15.93
mai,11,Occitanie,12.21,16.31,14.26
mai,11,Hauts-de-France,6.6,12.3,9.45
mai,11,Corse,14.0,22.45,18.23
mai,11,Normandie,7.28,12.1,9.69
mai,11,Nouvelle-Aquitaine,9.17,13.64,11.4
